name,clinical trial,accession number,smiles,categories,unii,cas number,kegg drug,pubchem compound,chemspider,bindingdb,rxnav,chebi,chembl,therapeutic targets database,pharmgkb,zinc
Mitiglinide,Not Available,DB01252,[H][C@@](CC(=O)N1C[C@@]2([H])CCCC[C@@]2([H])C1)(CC1=CC=CC=C1)C(O)=O,"Alimentary Tract and Metabolism / Blood Glucose Lowering Agents / Drugs Used in Diabetes / Heterocyclic Compounds, Fused-Ring / UGT1A3 substrates / UGT2B7 substrates",D86I0XLB13,145375-43-5,D01854,121891.0,108739.0,,,135349.0,CHEMBL471498,DAP000917,PA164748124,ZINC000001482913
Glisoxepide,phase 1 complete,DB01289,CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,Alimentary Tract and Metabolism / Blood Glucose Lowering Agents / Cytochrome P-450 CYP2C9 Substrates / Cytochrome P-450 Substrates / Drugs Used in Diabetes / Sulfones / Sulfonylureas / Sulfur Compounds,H7SC0I332I,25046-79-1,,32778.0,30380.0,,,135731.0,CHEMBL2106618,DAP000925,PA164743233,ZINC000000537804
Bevantolol,Not Available,DB01295,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1,"Adrenergic Agents / Adrenergic alpha-1 Receptor Antagonists / Adrenergic alpha-Antagonists / Adrenergic Antagonists / Adrenergic beta-1 Receptor Antagonists / Adrenergic beta-Antagonists / Agents causing hyperkalemia / Alcohols / Amines / Amino Alcohols / Antihypertensive Agents / Beta Blocking Agents and Thiazides / Beta Blocking Agents, Selective / Beta Blocking Agents, Selective, and Thiazides / Bradycardia-Causing Agents / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates / Neurotransmitter Agents / Propanols",34ZXW6ZV21,59170-23-9,,2372.0,2282.0,,,238698.0,CHEMBL314010,DAP000897,PA164743236,
Josamycin,phase 3 complete,DB01321,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O,"Anti-Bacterial Agents / Anti-Infective Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 Enzyme Inhibitors / Lactones / Macrolides / Macrolides, Lincosamides and Streptogramins / Polyketides",HV13HFS217,16846-24-5,D01235,5282165.0,4445361.0,,6084.0,31739.0,CHEMBL224436,DAP000887,PA164749133,ZINC000096006021
Dihydroquinidine barbiturate,Not Available,DB01341,,,,,,,,,,,,,,
Forasartan,Not Available,DB01342,CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1,Agents Acting on the Renin-Angiotensin System / Agents causing angioedema / Agents causing hyperkalemia / Angiotensin II Type 1 Receptor Blockers / Angiotensin Receptor Antagonists,065F7WPT0B,145216-43-9,D04243,132706.0,117146.0,50049209.0,,141552.0,CHEMBL315021,DAP001256,PA164776845,ZINC000005139136
Saprisartan,Not Available,DB01347,CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O,"Agents Acting on the Renin-Angiotensin System / Agents causing angioedema / Agents causing hyperkalemia / Angiotensin II Type 1 Receptor Blockers / Angiotensin Receptor Antagonists / Antihypertensive Agents / Cardiovascular Agents / Heterocyclic Compounds, Fused-Ring",HS64NG1G69,146623-69-0,,60921.0,54892.0,,,,CHEMBL305544,DAP001257,PA164746338,ZINC000003919581
Tasosartan,Not Available,DB01349,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,"Agents Acting on the Renin-Angiotensin System / Agents causing hyperkalemia / Angiotensin II receptor blockers (ARBs), plain / Angiotensin Receptor Antagonists / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates",48G92V856H,145733-36-4,,60919.0,54890.0,50040439.0,,135666.0,CHEMBL432162,DAP001258,PA164769057,ZINC000013444037
Aprobarbital,Not Available,DB01352,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,"Anticholinergic Agents / Barbiturates, Plain / Central Nervous System Depressants / Cytochrome P-450 CYP3A Inducers / Cytochrome P-450 CYP3A4 Inducers / Cytochrome P-450 CYP3A4 Inducers (strength unknown) / Cytochrome P-450 Enzyme Inducers / Hypnotics and Sedatives / Nervous System / Nicotinic Antagonists / Psycholeptics / Pyrimidines / Pyrimidinones",Q0YKG9L6RF,77-02-1,D00698,6464.0,6221.0,,17381.0,2791.0,CHEMBL7863,DAP001034,PA164754809,ZINC000018167382
Heptabarbital,Not Available,DB01354,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,"Anticholinergic Agents / Barbiturates, Plain / Central Nervous System Depressants / Hypnotics and Sedatives / Nervous System / Nicotinic Antagonists / Psycholeptics / Pyrimidines / Pyrimidinones",V10R70ML23,509-86-4,,10518.0,10081.0,,,81297.0,CHEMBL468837,DAP001032,PA164783812,ZINC000005651594
Hexobarbital,Not Available,DB01355 (EXPT03301),CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,"Adjuvants / Anesthetics / Anesthetics, General / Anticholinergic Agents / Anticonvulsants / Barbiturates / Barbiturates, Plain / Central Nervous System Agents / Central Nervous System Depressants / Cytochrome P-450 CYP2C19 Substrates / Cytochrome P-450 CYP2C9 Substrates / Cytochrome P-450 CYP3A Inducers / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 Enzyme Inducers / Cytochrome P-450 Substrates / GABA Agents / GABA Modulators / Hypnotics and Sedatives / Nervous System / Neurotransmitter Agents / Nicotinic Antagonists / Psycholeptics / Pyrimidines / Pyrimidinones",AL8Z8K3P6S,56-29-1,D01071,3608.0,3482.0,,5302.0,5706.0,CHEMBL7728,DAP000688,PA449875,
Lithium cation,Not Available,DB01356,[Li+],Antidepressive Agents / Antimanic Agents / Antipsychotic Agents / Central Nervous System Depressants / Drugs that are Mainly Renally Excreted / Highest Risk QTc-Prolonging Agents / Lithium Compounds / Mood Stabilizer / Nephrotoxic agents / Neurotoxic agents / Psychotropic Drugs / QTc Prolonging Agents / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome / Serotonin Agents / Serotonin Modulators,8H8Z5UER66,7439-93-2,,28486.0,26502.0,50259153.0,1546265.0,49713.0,CHEMBL1234004,DNC000879,PA450243,
Calcium,phase 4 complete,DB01373,[Ca],"Alimentary Tract and Metabolism / Amino Acids, Peptides, and Proteins / Antacids and Adsorbents / Biological Factors / Blood Coagulation Factors / Blood Proteins / Calcium Salts / Calcium-Regulating Hormones and Agents / Calcium, agonists / Drugs Affecting Bone Structure and Mineralization / Drugs for Treatment of Bone Diseases / Elements / Metals / Metals, Alkaline Earth / Minerals / Musculo-Skeletal System / Phosphate Binder / Phosphate Chelating Activity / Proteins / Replacement Preparations",SY7Q814VUP,7440-70-2,,5460341.0,4573905.0,,1895.0,29320.0,,,PA164712582,
Aluminium monostearate,Not Available,DB01375,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)O,Fatty Acids / Lipids,P9BC99461E,7047-84-9,D01867,16682987.0,8422411.0,,,31197.0,CHEMBL3185220,DAP000798,PA164746763,
Paramethasone,Not Available,DB01384,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,"Adrenal Cortex Hormones / Anti-Inflammatory Agents / Corticosteroids / Corticosteroids for Systemic Use / Corticosteroids for Systemic Use, Plain / Cytochrome P-450 CYP3A Inducers / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Inducers / Cytochrome P-450 CYP3A4 Inducers (strength unknown) / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 CYP3A5 Inducers / Cytochrome P-450 CYP3A5 Inducers (strength unknown) / Cytochrome P-450 Enzyme Inducers / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Fused-Ring Compounds / Glucocorticoids / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Hyperglycemia-Associated Agents / Immunosuppressive Agents / Pregnadienes / Pregnadienetriols / Pregnanes / Steroids / Steroids, Fluorinated / Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",VFC6ZX3584,53-33-8,D07464,5875.0,5664.0,,7910.0,7922.0,CHEMBL1579,DAP000422,PA164777035,ZINC000004097384
Mibefradil,Not Available,DB01388,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,"Agents causing hyperkalemia / Antiarrhythmic agents / Antihypertensive Agents / Benzimidazoles / Bradycardia-Causing Agents / Calcium Channel Blockers / Calcium-Regulating Hormones and Agents / Cardiovascular Agents / Chemically-Induced Disorders / Cytochrome P-450 CYP1A2 Inhibitors / Cytochrome P-450 CYP1A2 Inhibitors (strength unknown) / Cytochrome P-450 CYP2D6 Inhibitors / Cytochrome P-450 CYP2D6 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A Inhibitors / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Inhibitors / Cytochrome P-450 CYP3A4 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 CYP3A5 Inhibitors / Cytochrome P-450 CYP3A5 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A7 Inhibitors / Cytochrome P-450 CYP3A7 Inhibitors (strength unknown) / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Enzyme Inhibitors / Heterocyclic Compounds, Fused-Ring / Membrane Transport Modulators / Moderate Risk QTc-Prolonging Agents / Naphthalenes / P-glycoprotein inhibitors / P-glycoprotein substrates / QTc Prolonging Agents / Selective Calcium Channel Blockers With Mainly Vascular Effects / Tetrahydronaphthalenes / Vasodilating Agents",27B90X776A,116644-53-2,,60663.0,54673.0,78934.0,83213.0,6920.0,CHEMBL45816,DCL000341,PA450492,ZINC000003782486
Magnesium salicylate,Not Available,DB01397,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,"Acids, Carbocyclic / Agents causing hyperkalemia / Agents that produce hypertension / Analgesics / Analgesics, Non-Narcotic / Anti-Inflammatory Agents / Anti-Inflammatory Agents, Non-Steroidal / Anti-Inflammatory Agents, Non-Steroidal (Non-Selective) / Antirheumatic Agents / Benzene Derivatives / Benzoates / Central Nervous System Agents / Cyclooxygenase Inhibitors / Enzyme Inhibitors / Hydroxy Acids / Hydroxybenzoates / Magnesium Compounds / Magnesium Salts / Metal cations / Metal divalent cations / Nephrotoxic agents / Non COX-2 selective NSAIDS / Peripheral Nervous System Agents / Phenols / Sensory System Agents",JQ69D454N1,18917-89-0,,54684589.0,58278.0,,52364.0,6640.0,CHEMBL2106755,,PA450300,
Temafloxacin,Not Available,DB01405,CC1CN(CCN1)C1=C(F)C=C2C(=O)C(=CN(C2=C1)C1=C(F)C=C(F)C=C1)C(O)=O,"Anti-Bacterial Agents / Anti-Infective Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / Cytochrome P-450 CYP1A2 Inhibitors / Cytochrome P-450 CYP1A2 Inhibitors (strength unknown) / Cytochrome P-450 CYP1A2 Substrates / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Enzyme Inhibitors / Fluoroquinolones / Heterocyclic Compounds, Fused-Ring / Highest Risk QTc-Prolonging Agents / QTc Prolonging Agents / Quinolines / Quinolones / Topoisomerase II Inhibitors / Topoisomerase Inhibitors",1WZ12GTT67,108319-06-8,D02469,60021.0,54143.0,,37771.0,77796.0,CHEMBL277100,,,
Bambuterol,phase 4 complete,DB01408,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,Adrenergic Agonists / Adrenergic beta-2 Receptor Agonists / Adrenergic beta-Agonists / Adrenergics for Systemic Use / Agents producing tachycardia / Agents that produce hypertension / Agents to Treat Airway Disease / Alcohols / Amines / Amino Alcohols / Anti-Asthmatic Agents / Autonomic Agents / Bronchodilator Agents / Cholinesterase Inhibitors / Cholinesterase substrates / Delayed-Action Preparations / Drugs for Obstructive Airway Diseases / Ethanolamines / Peripheral Nervous System Agents / Prodrugs / Respiratory System Agents / Selective Beta 2-adrenergic Agonists,Y1850G1OVC,81732-65-2,D07377,54766.0,49466.0,50235800.0,18751.0,553827.0,CHEMBL521589,DAP000250,PA164743113,
Pranlukast,phase 3 complete,DB01411,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,"Agents to Treat Airway Disease / Anti-Asthmatic Agents / Benzopyrans / Cytochrome P-450 CYP2C9 Inhibitors / Cytochrome P-450 CYP2C9 Inhibitors (strength unknown) / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 CYP3A4 Substrates (strength unknown) / Cytochrome P-450 Enzyme Inhibitors / Cytochrome P-450 Substrates / Drugs for Obstructive Airway Diseases / Heterocyclic Compounds, Fused-Ring / Hormone Antagonists / Hormones, Hormone Substitutes, and Hormone Antagonists / Leukotriene Antagonists / Pyrans / Respiratory System Agents",TB8Z891092,103177-37-3,,4887.0,4718.0,50023198.0,,94810.0,CHEMBL21333,DAP000977,PA134698661,ZINC000001542146
Theobromine,phase 3 complete,DB01412,CN1C=NC2=C1C(=O)NC(=O)N2C,"Alkaloids / Anti-Asthmatic Agents / Autonomic Agents / Bronchodilator Agents / Cardiovascular Agents / Cytochrome P-450 CYP1A2 Substrates / Cytochrome P-450 CYP2E1 Substrates / Cytochrome P-450 Substrates / Diuretics / Drugs for Obstructive Airway Diseases / Heterocyclic Compounds, Fused-Ring / Low-Ceiling Diuretics, Excl. Thiazides / Peripheral Nervous System Agents / Purines / Purinones / Respiratory System Agents / Vasodilating Agents / Xanthine derivatives",OBD445WZ5P,83-67-0,,5429.0,5236.0,50014260.0,10437.0,28946.0,CHEMBL1114,,PA451646,ZINC000000002151
Cefacetrile,Not Available,DB01414,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,"Amides / Anti-Bacterial Agents / Anti-Infective Agents / Antibacterials for Systemic Use / Antiinfectives for Systemic Use / beta-Lactams / Cephalosporins / First-Generation Cephalosporins / Heterocyclic Compounds, Fused-Ring / Lactams / Nephrotoxic agents / OAT1/SLC22A6 inhibitors / OAT1/SLC22A6 Substrates / OAT3/SLC22A8 Inhibitors / OAT3/SLC22A8 Substrates / Sulfur Compounds / Thiazines",FDM21QQ344,10206-21-0,D07629,91562.0,82675.0,,,135437.0,CHEMBL2110602,DAP001172,PA164776752,ZINC000003830496
Nitroxoline,Not Available,DB01422,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,"Anti-Infective Agents / Anti-Infective Agents, Urinary / Antibacterials for Systemic Use / Antifungal Agents / Antiinfectives for Systemic Use / Heterocyclic Compounds, Fused-Ring / Nitro Compounds / Quinolines / Renal Agents",A8M33244M6,4008-48-4,,19910.0,18756.0,64987.0,31901.0,67121.0,CHEMBL1454910,,PA164754993,ZINC000015831592
Stepronin,Not Available,DB01423,CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O,"Amino Acids / Amino Acids, Peptides, and Proteins / Anti-Infective Agents / Cough and Cold Preparations / Expectorants / Immunologic Factors / Immunosuppressive Agents / Respiratory System Agents",0NOY894QRB,72324-18-6,,54120.0,48889.0,,,135129.0,CHEMBL2107531,,PA164748630,
Alizapride,phase 4 complete,DB01425,COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C,Alimentary Tract and Metabolism / Antiemetics / Autonomic Agents / Central Nervous System Agents / Dopamine Antagonists / Dopamine D2 Receptor Antagonists / Drugs for Functional Gastrointestinal Disorders / Gastrointestinal Agents / Peripheral Nervous System Agents / Propulsives,P55703ZRZY,59338-93-1,,43008.0,39202.0,50023804.0,17311.0,94316.0,CHEMBL290194,,PA164744894,
Aprindine,Not Available,DB01429,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1,"Antiarrhythmic agents / Antiarrhythmics, Class I / Antiarrhythmics, Class Ib / Cardiac Therapy / Cardiovascular Agents / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates / Indans / Indenes / Membrane Transport Modulators / Sodium Channel Blockers / Voltage-Gated Sodium Channel Blockers",5Y48085P9Q,37640-71-4,D01326,2218.0,2132.0,,1054.0,135370.0,CHEMBL1213033,DAP000954,PA164764496,ZINC000001420561
Allylestrenol,Not Available,DB01431,[H][C@@]12CC[C@@](O)(CC=C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],"Adrenal Cortex Hormones / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 CYP3A4 Substrates (strength unknown) / Cytochrome P-450 Substrates / Drugs that are Mainly Renally Excreted / Estranes / Estren Derivatives / Estrenes / Fused-Ring Compounds / Genito Urinary System and Sex Hormones / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Progestins / Sex Hormones and Modulators of the Genital System / Steroids",I47VB5DZ8O,432-60-0,D01374,235905.0,205855.0,,525.0,31189.0,CHEMBL3185133,DPR000085,PA164745307,ZINC000004214767
Methadyl acetate,Not Available,DB01433,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Analgesics / Central Nervous System Agents / Central Nervous System Depressants / Ketones / Narcotics / Opioids / Peripheral Nervous System Agents / Sensory System Agents / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome,L59OC40KWJ,509-74-0,,10517.0,10080.0,50027391.0,6814.0,135491.0,CHEMBL170179,DAP001137,PA164746889,
19-norandrostenedione,Not Available,DB01434,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"17-Ketosteroids / Adrenal Cortex Hormones / Androstanes / Androstenes / Fused-Ring Compounds / Gonadal Hormones / Gonadal Steroid Hormones / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Ketosteroids / Steroids / Testosterone Congeners",U90987PVU5,734-32-7,,92834.0,83803.0,,,34187.0,,,,ZINC000004428372
3-Methylthiofentanyl,Not Available,DB01439,CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1C)C1=CC=CC=C1,,C9C204973M,86052-04-2,,62296.0,56092.0,,,53763.0,CHEMBL2365680,,,
"5-Methoxy-N,N-diisopropyltryptamine",Not Available,DB01441,COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1,"Alkaloids / Amines / Autacoids / Biogenic Amines / Biogenic Monoamines / Biological Factors / Heterocyclic Compounds, Fused-Ring / Indoles / Inflammation Mediators / Morphinans / Morphine Derivatives / Opiate Alkaloids / Phenanthrenes / Tryptamines",12D06G8W8E,4021-34-5,,151182.0,133247.0,,,48282.0,CHEMBL2140942,,,ZINC000002583773
MMDA,Not Available,DB01442,COC1=CC(CC(C)N)=CC2=C1OCO2,Agents producing tachycardia / Agents that produce hypertension / Amines / Amphetamines / Antidepressive Agents / Central Nervous System Depressants / Ethylamines / Monoamine Oxidase A Inhibitors for interaction with Monoamine Oxidase A substrates / Phenethylamines / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome / Serotonin 5-HT2 Receptor Agonists / Serotonin Agents / Serotonin Receptor Agonists / Sympathomimetics,RG7FY73ZAA,13674-05-0,,26175.0,24386.0,,,,CHEMBL126506,,,
19-Nor-5-androstenedione,Not Available,DB01443,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)CC3=CC[C@@]21[H],,585LQ9KZN8,19289-77-1,,18633059.0,18612511.0,,,,,,,
Dimethylthiambutene,Not Available,DB01444,CC(C=C(C1=CC=CS1)C1=CC=CS1)N(C)C,,915D88LM9O,524-84-5,,10668.0,10218.0,,,59781.0,CHEMBL2106265,,,
Bufotenine,Not Available,DB01445,CN(C)CCC1=CNC2=C1C=C(O)C=C2,"Amines / Amphibian Venoms / Antidepressive Agents / Autacoids / Biogenic Amines / Biogenic Monoamines / Biological Factors / Bodily Secretions / Central Nervous System Agents / Central Nervous System Depressants / Complex Mixtures / Fluids and Secretions / Hallucinogens / Heterocyclic Compounds, Fused-Ring / Indoles / Inflammation Mediators / Monoamine Oxidase A Substrates / N,N-Dimethyltryptamine / Neurotransmitter Agents / Psychotropic Drugs / Serotonin Agents / Serotonin Receptor Antagonists / Toxins, Biological / Tryptamines / Venoms",0A31347TZK,487-93-4,,10257.0,9839.0,50024206.0,,3210.0,CHEMBL416526,,,ZINC000000001070
Indopan,Not Available,DB01446,CC(N)CC1=CNC2=CC=CC=C12,"Amines / Biogenic Amines / Biogenic Monoamines / Heterocyclic Compounds, Fused-Ring / Indoles / Stimulants",BIK35ACJ0Q,299-26-3,,9287.0,8930.0,50014210.0,,59020.0,CHEMBL30713,,,
4-Methylaminorex,Not Available,DB01447,CC1N=C(N)OC1C1=CC=CC=C1,Central Nervous System Agents / Central Nervous System Stimulants / Street Drugs,7PK6VC94OU,3568-94-3,,92196.0,83237.0,,,,,,,
19-Nor-4-androstenedione,Not Available,DB01448,,,,,,,,,,,,,,
Dihydroetorphine,Not Available,DB01450,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)CCC,"Alkaloids / Analgesics / Central Nervous System Agents / Central Nervous System Depressants / Heterocyclic Compounds, Fused-Ring / Morphinans / Narcotics / Opiate Alkaloids / Opioids / Peripheral Nervous System Agents / Phenanthrenes / Sensory System Agents / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",QQX8S479YV,14357-76-7,,107765.0,96924.0,,,,,,,ZINC000005843973
1-Androstenedione,Not Available,DB01451,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,,C1091EX356,571-40-4,,11196935.0,9372004.0,,,133930.0,,,,ZINC000013512012
Beta-hydroxyfentanyl,Not Available,DB01453,CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,,6Q4XAW26T4,78995-10-5,,62278.0,56079.0,,,,CHEMBL3302622,,,
Midomafetamine,Not Available,DB01454,CNC(C)CC1=CC2=C(OCO2)C=C1,Adrenergic Agents / Adrenergic Uptake Inhibitors / Agents producing tachycardia / Agents that produce hypertension / Amines / Amphetamines / Antidepressive Agents / Central Nervous System Agents / Central Nervous System Depressants / Cytochrome P-450 CYP2D6 Substrates / Cytochrome P-450 Substrates / Ethylamines / Hallucinogens / Membrane Transport Modulators / Neurotransmitter Agents / Neurotransmitter Uptake Inhibitors / Phenethylamines / Psychotropic Drugs / Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome / Serotonin 5-HT2 Receptor Agonists / Serotonin Agents / Serotonin Receptor Agonists / Sympathomimetics,KE1SEN21RM,42542-10-9,,1615.0,1556.0,50010588.0,,1391.0,CHEMBL43048,,PA131887008,
19-Nor-5-androstenediol,Not Available,DB01455,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)CC3=CC[C@@]21[H],,5N0V272KSA,25975-59-1,,9900246.0,8075901.0,50423550.0,,,CHEMBL259126,,,ZINC000012496354
5-androstenedione,Not Available,DB01456,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(=O)CC[C@]12C,"17-Ketosteroids / Adrenal Cortex Hormones / Androstanes / Androstenes / Cytochrome P-450 CYP3A Substrates / Cytochrome P-450 CYP3A4 Substrates / Cytochrome P-450 Substrates / Fused-Ring Compounds / Gonadal Hormones / Gonadal Steroid Hormones / Hormones / Hormones, Hormone Substitutes, and Hormone Antagonists / Ketosteroids / Steroids / Testosterone Congeners",HEE11L5C3G,571-36-8,,160531.0,141063.0,,,83865.0,CHEMBL1743203,,,ZINC000100041759
